battle_turn,opponent_pokemon,opponent_type,move_used,move_type,move_category,weather_condition,pikachu_status,terrain_type,held_item,pikachu_ability,opponent_level,pikachu_level,move_power,attack_stat,defense_stat,sp_attack_stat,sp_defense_stat,speed_stat_pikachu,speed_stat_opponent,attack_stage,defense_stage,speed_stage,type_effectiveness,critical_hit,move_hit,friendship_level,experience_points,healing_applied,damage_dealt,previous_hp,max_hp,pikachu_hp,round,turn,trainer_focus_score
Round 1273 - Turn 04:00,Charizard,Fire,Thunderbolt,Electric,Special,Rain,,,,Static,33,41,90,45,27,53,39,84,84,-1,0,0,1,0,1,127,1388,0,45,36,79,0,1273,4,23.1
Round 1273 - Turn 05:00,Lapras,Water,Nuzzle,Normal,Physical,Rain,,,Sitrus Berry,Static,46,41,20,57,43,41,64,73,98,0,1,0,2,0,0,167,3076,0,0,79,,63,1273,5,86.6
Round 1273 - Turn 06:00,Blastoise,Water,Volt Tackle,Electric,Physical,Rain,,,Sitrus Berry,Static,38,41,120,57,43,47,43,87,93,0,0,0,2,0,1,227,,0,155,79,79,0,1273,6,12.3
Round 1273 - Turn 07:00,Venusaur,Grass,Electro Ball,Electric,Special,Clear,,,,Static,43,41,80,46,48,45,43,74,70,0,2,2,0.5,0,1,192,3276,0,10,79,79,60,1273,7,79.6
Round 1273 - Turn 08:00,Charizard,Fire,Volt Tackle,Electric,Physical,Sandstorm,,Misty Terrain,,Static,37,41,,53,40,45,42,81,63,0,-1,0,1,0,1,127,2065,0,120,67,79,0,1273,8,10.7
Round 1273 - Turn 09:00,Venusaur,Grass,Thunder,Electric,Special,Rain,,,Sitrus Berry,Static,39,,110,49,33,,54,83,73,0,-1,0,0.5,0,1,92,3957,0,35,79,79,25,1273,9,39.3
Round 1273 - Turn 10:00,Alakazam,Psychic,Thunder,Electric,Special,Sandstorm,,Electric Terrain,Light Ball,Static,39,41,110,47,47,44,40,73,61,0,0,-1,1,0,1,147,4641,0,80,43,79,0,1273,10,15.9
Round 1273 - Turn 11:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,,Light Ball,Static,48,41,40,52,53,44,65,83,66,0,0,0,1,0,1,134,3027,0,,79,79,33,1273,11,51.8
Round 1273 - Turn 12:00,Snorlax,Normal,Quick Attack,Electric,Physical,Clear,,Misty Terrain,Light Ball,Static,41,41,40,50,40,52,57,77,84,0,0,0,1,0,1,164,3885,0,30,58,79,23,1273,12,33
Round 1273 - Turn 13:00,Blastoise,Water,Thunder,Electric,Special,Rain,Burned,Electric Terrain,,Static,,41,110,58,36,43,64,77,,0,0,0,2,0,1,90,282,,105,29,79,12,1273,13,26.3
Round 1273 - Turn 14:00,Blastoise,Water,Iron Tail,Electric,Physical,Sun,,,Light Ball,Static,36,41,100,59,47,43,53,84,113,-1,1,0,2,0,1,185,3118,0,60,79,79,8,1273,14,17.1
Round 1273 - Turn 15:00,,Water,Thunderbolt,Electric,Special,Clear,,,Assault Vest,Static,43,41,90,57,,45,,77,75,,0,0,2,0,1,233,2569,0,85,18,79,0,1273,15,13.4
Round 1273 - Turn 16:00,Charizard,Fire,,Electric,Special,Clear,,,Sitrus Berry,Static,38,41,110,55,30,47,43,81,75,,0,0,1,0,1,76,1811,0,60,79,79,29,1273,16,41.8
Round 1273 - Turn 17:00,Charizard,Fire,Quick Attack,Electric,Physical,Hail,,Misty Terrain,,Static,48,41,40,57,41,54,49,74,49,0,-1,0,1,1,1,126,5847,0,65,18,79,22,1273,17,42
Round 1273 - Turn 18:00,Venusaur,Grass,Nuzzle,Normal,Physical,Clear,,,,Static,50,41,20,56,58,42,57,76,30,0,-2,-1,0.5,0,1,,2106,17,5,79,79,63,1273,18,83.6
Round 1273 - Turn 19:00,Golem,Rock,Agility,Electric,Status,Hail,Paralyzed,,Sitrus Berry,Static,35,41,0,58,34,45,36,84,64,0,,1,1,0,1,200,2612,0,0,79,79,73,1273,19,85.8
Round 1273 - Turn 20:00,Alakazam,Psychic,Thunder,Electric,Special,Clear,,Electric Terrain,Light Ball,Static,42,41,,55,51,51,46,80,80,-2,0,2,1,0,1,155,2198,0,45,79,79,33,1273,20,47.3
Round 1273 - Turn 21:00,,Fire,Electro Ball,Electric,Special,Hail,,Misty Terrain,Light Ball,Static,,41,80,55,48,44,57,74,106,-1,1,-1,1,0,1,112,3920,0,15,34,79,0,1273,21,14.6
Round 1273 - Turn 22:00,Golem,Rock,Iron Tail,Electric,Physical,Sun,,,,Static,41,41,100,47,51,54,59,74,78,0,0,0,0.5,0,1,,3440,0,25,19,79,0,1273,22,21.5
Round 1273 - Turn 23:00,Alakazam,Psychic,Thunder,Electric,Special,Clear,Burned,,,Lightning Rod,,41,110,47,29,44,54,82,97,0,0,1,1,0,1,184,3267,0,45,79,79,0,1273,23,14.8
Round 1274 - Turn 00:00,Vaporeon,Water,Quick Attack,Electric,Physical,Hail,,,Light Ball,Static,29,36,40,48,26,40,45,75,87,0,1,0,2,0,1,65,1410,0,50,71,71,21,1274,0,34.2
Round 1274 - Turn 01:00,Steelix,Steel,Thunder,Electric,Special,Clear,,,Light Ball,Static,40,36,110,40,48,42,40,69,77,1,-1,1,1,0,1,112,2985,0,130,20,71,0,1274,1,16.5
Round 1274 - Turn 02:00,Gyarados,Water,Quick Attack,Electric,Physical,Sun,,,Sitrus Berry,Static,44,36,40,39,52,46,47,73,80,0,-1,0,2,0,1,218,2018,0,50,71,71,15,1274,2,19.7
Round 1274 - Turn 03:00,Charizard,Fire,Volt Tackle,Electric,Physical,Clear,,,,Lightning Rod,32,36,120,50,31,41,33,74,71,0,0,-1,1,0,1,215,215,0,90,22,71,47,1274,3,70.8
Round 1274 - Turn 04:00,Alakazam,Psychic,Quick Attack,,Physical,Clear,,,,Static,27,36,40,49,39,36,42,75,58,0,0,0,1,0,1,177,4612,0,25,71,71,53,1274,4,81.3
Round 1274 - Turn 05:00,Venusaur,Grass,Volt Tackle,,Physical,Clear,,Electric Terrain,,Static,41,36,120,47,41,49,47,71,71,0,0,-1,0.5,0,1,117,2420,0,45,45,71,0,1274,5,17.3
Round 1274 - Turn 06:00,Vaporeon,Water,Iron Tail,Electric,Physical,Sun,,Misty Terrain,Light Ball,Static,33,36,100,43,34,48,43,69,114,0,0,1,2,0,1,104,1012,23,125,1,71,0,1274,6,22.7
Round 1274 - Turn 07:00,Onix,Rock,Electro Ball,Electric,Special,Clear,,,Light Ball,Static,38,36,80,52,46,50,57,78,87,0,0,0,0.5,0,0,162,1406,0,0,71,71,71,1274,7,93.8
Round 1274 - Turn 08:00,Golem,Rock,Thunderbolt,Electric,Special,,,,,Static,34,36,90,40,30,40,35,65,64,1,-1,0,0.5,,1,213,4194,0,50,71,71,0,1274,8,13
Round 1274 - Turn 09:00,Dragonite,,Quick Attack,Electric,Physical,Clear,,,Assault Vest,Static,41,,40,45,36,39,41,67,82,0,0,0,0.5,0,1,82,3394,0,15,22,71,1,1274,9,0.5
Round 1274 - Turn 10:00,Lapras,Water,Volt Tackle,Electric,Physical,Sun,,Grassy Terrain,,Static,42,36,120,39,50,38,54,69,32,0,1,1,2,0,1,145,2312,0,60,9,71,37,1274,10,51.2
Round 1274 - Turn 11:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Clear,,Electric Terrain,Assault Vest,Static,38,36,120,51,39,40,43,68,46,0,1,0,0.5,0,1,190,1407,0,35,71,71,33,1274,11,53
Round 1274 - Turn 12:00,Machamp,Fighting,Electro Ball,Electric,Special,Clear,,,Light Ball,Lightning Rod,31,36,80,50,38,37,48,71,59,0,1,0,1,0,1,173,3196,0,20,36,71,12,1274,12,26.2
Round 1274 - Turn 13:00,Alakazam,Psychic,Electro Ball,Electric,Special,Clear,,,Light Ball,Static,43,36,80,39,42,38,60,74,92,,0,-1,1,0,1,190,3137,0,25,14,71,0,1274,13,13.8
Round 1274 - Turn 14:00,Onix,Rock,Thunderbolt,,Special,Sandstorm,,,Sitrus Berry,Static,37,36,90,43,36,38,46,68,57,1,1,0,0.5,,,200,1372,0,20,71,71,31,1274,14,39.4
Round 1274 - Turn 15:00,Rhydon,Rock,Nuzzle,Normal,Physical,Sandstorm,,,Light Ball,Static,,36,20,41,28,46,45,68,67,-1,-1,0,0.5,0,1,53,1786,0,5,52,71,35,1274,15,55.8
Round 1274 - Turn 16:00,Machamp,Fighting,Electro Ball,Electric,Special,Hail,,Misty Terrain,Sitrus Berry,Static,33,36,,40,35,47,43,76,94,0,0,2,1,0,0,211,927,0,0,48,71,34,1274,16,48
Round 1274 - Turn 17:00,Rhydon,,Electro Ball,Electric,Special,Clear,Burned,,Sitrus Berry,Lightning Rod,34,36,80,41,46,48,34,72,83,,-2,0,0.5,0,1,149,,23,55,48,71,33,1274,17,50.6
Round 1274 - Turn 18:00,Blastoise,Water,Thunderbolt,Electric,Special,Sun,,Misty Terrain,Sitrus Berry,Static,39,36,90,43,49,36,58,75,41,1,-1,-1,2,0,1,113,3705,0,115,18,71,0,1274,18,18.5
Round 1274 - Turn 19:00,Rhydon,Rock,Quick Attack,Electric,Physical,Clear,,,Light Ball,Static,24,36,40,44,34,36,31,72,30,0,0,-1,0.5,0,1,189,2865,0,15,71,71,32,1274,19,60.4
Round 1274 - Turn 20:00,Machamp,Fighting,Thunderbolt,Electric,Special,Clear,,,Light Ball,Static,41,36,90,53,44,43,50,65,59,0,1,-1,1,0,1,90,,0,25,58,71,9,1274,20,17.2
Round 1274 - Turn 21:00,Golem,Rock,Nuzzle,Normal,Physical,Sandstorm,,Grassy Terrain,,Static,34,36,20,51,34,38,46,74,53,0,0,-1,0.5,0,,170,1421,0,5,32,71,6,1274,21,28.2
Round 1274 - Turn 22:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,Paralyzed,,Sitrus Berry,Static,29,36,90,44,24,48,43,75,73,-1,0,1,1,0,1,143,1146,0,30,27,71,0,1274,22,12.9
Round 1274 - Turn 23:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Clear,,Electric Terrain,Focus Sash,Static,23,36,100,52,30,,37,65,70,0,0,1,0.5,0,1,117,523,0,55,71,71,10,1274,23,31
Round 1275 - Turn 00:00,Skarmory,Steel,Thunder,Electric,Special,Clear,,Misty Terrain,Sitrus Berry,Static,43,38,110,49,50,46,43,71,64,1,0,0,1,0,1,156,2675,0,90,4,74,0,1275,0,10.1
Round 1275 - Turn 01:00,Machamp,Fighting,Electro Ball,Electric,Special,Sandstorm,Paralyzed,,Sitrus Berry,Static,45,38,80,43,52,44,,81,47,-2,1,0,1,0,1,99,1536,0,15,74,74,56,1275,1,71.3
Round 1275 - Turn 02:00,Gengar,Ghost,Nuzzle,Normal,Physical,Clear,,Misty Terrain,Focus Sash,Static,29,38,20,55,36,49,30,69,59,-1,0,2,1,0,1,149,4000,0,10,60,74,44,1275,2,62.8
Round 1275 - Turn 03:00,Golem,Rock,Quick Attack,Electric,Physical,Sun,Burned,,Assault Vest,,33,38,40,47,35,42,51,78,84,1,0,1,,0,1,94,293,0,10,52,74,25,1275,3,44.8
Round 1275 - Turn 04:00,Onix,Rock,Iron Tail,Electric,Physical,Clear,Paralyzed,Grassy Terrain,Sitrus Berry,Static,46,38,100,51,51,40,53,71,76,0,1,2,0.5,0,1,67,3344,0,20,43,74,5,1275,4,13.9
Round 1275 - Turn 05:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Sun,,,Light Ball,Static,33,38,90,51,38,52,51,82,109,-2,0,0,1,0,0,130,1532,0,0,25,74,18,1275,5,41.8
Round 1275 - Turn 06:00,Blastoise,Water,Volt Tackle,Electric,Physical,Clear,,,Assault Vest,Static,35,38,120,55,43,52,41,77,33,0,0,-1,2,0,1,113,,0,145,25,74,0,1275,6,17.2
Round 1275 - Turn 07:00,Charizard,Fire,Volt Tackle,Electric,Physical,Hail,,,Light Ball,Static,,38,120,43,45,50,48,73,58,0,1,0,1,0,1,132,3164,0,40,74,74,7,1275,7,22.2
Round 1275 - Turn 08:00,Golem,Rock,Thunderbolt,Electric,Special,Sun,,Misty Terrain,Sitrus Berry,Static,36,38,90,41,28,52,53,68,56,1,,1,0.5,0,1,195,653,0,20,35,74,13,1275,8,29.5
Round 1275 - Turn 09:00,Onix,Rock,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,37,38,90,50,35,43,38,82,101,0,2,0,0.5,0,1,116,3383,0,15,14,74,0,1275,9,16.9
Round 1275 - Turn 10:00,Steelix,Steel,Electro Ball,Electric,Special,Clear,,,Assault Vest,Static,41,38,80,48,37,44,41,76,93,,-1,0,1,0,1,114,1004,0,65,74,,39,1275,10,61.3
Round 1275 - Turn 11:00,Venusaur,Grass,Quick Attack,Electric,Physical,Rain,,,Sitrus Berry,Static,36,38,40,44,41,38,39,73,58,0,0,-2,0.5,0,1,255,786,0,10,8,74,3,1275,11,29.3
Round 1275 - Turn 12:00,Venusaur,Grass,Electro Ball,Electric,Special,Clear,,,Sitrus Berry,Static,38,38,80,41,37,,48,71,82,0,0,0,0.5,1,1,129,2936,0,30,74,74,54,1275,12,66.5
Round 1275 - Turn 13:00,Charizard,Fire,Quick Attack,Electric,Physical,Rain,,Grassy Terrain,Focus Sash,Static,45,38,40,43,54,38,52,82,112,0,1,0,1,0,1,11,4632,,15,43,74,47,1275,13,63.3
Round 1275 - Turn 14:00,Charizard,Fire,Quick Attack,Electric,Physical,Sandstorm,,Misty Terrain,Sitrus Berry,Static,39,38,40,43,44,47,40,81,80,0,2,-1,1,0,1,144,602,0,10,,74,52,1275,14,63.6
Round 1275 - Turn 15:00,Dragonite,Dragon,Iron Tail,Electric,,Sandstorm,,Misty Terrain,,Static,41,38,100,54,35,46,53,68,85,0,0,-2,0.5,0,1,141,4727,0,40,19,74,74,1275,15,87.4
Round 1275 - Turn 16:00,Onix,Rock,Quick Attack,Electric,Physical,Clear,,Grassy Terrain,,Static,36,38,40,55,34,45,42,69,65,0,-1,0,0.5,0,0,147,2803,0,0,74,74,74,1275,16,86.4
Round 1275 - Turn 17:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Lightning Rod,45,38,90,54,54,38,51,77,100,0,0,-1,1,0,1,94,1663,0,35,74,74,65,1275,17,86.7
Round 1275 - Turn 18:00,Dragonite,Dragon,Electro Ball,Electric,Special,Sandstorm,,Misty Terrain,Sitrus Berry,Static,32,38,80,42,29,44,36,69,81,,0,0,0.5,0,1,108,0,0,15,38,74,32,1275,18,36.4
Round 1275 - Turn 19:00,Onix,Rock,Agility,Electric,,Rain,,,Focus Sash,Static,31,38,0,42,27,42,31,78,113,0,,1,1,0,1,83,5835,0,0,22,74,37,1275,19,40.8
Round 1275 - Turn 20:00,Charizard,Fire,Electro Ball,Electric,Special,Sandstorm,,Grassy Terrain,Assault Vest,Static,37,38,80,47,39,40,44,81,102,-2,0,1,1,0,1,53,1293,0,20,22,74,1,1275,20,8.5
Round 1275 - Turn 21:00,Machamp,Fighting,Nuzzle,Normal,Physical,Rain,,Misty Terrain,,Static,32,38,20,,34,38,48,75,79,1,-1,1,1,1,1,144,3110,0,35,2,74,52,1275,21,69.3
Round 1275 - Turn 22:00,Steelix,Steel,Volt Tackle,Electric,Physical,Electric Terrain,,,Assault Vest,Static,42,38,120,50,51,46,56,72,106,-1,-1,0,1,0,1,153,4220,0,60,74,74,48,1275,22,68.2
Round 1275 - Turn 23:00,Steelix,Steel,Thunderbolt,Electric,Special,Clear,,Grassy Terrain,Light Ball,Static,36,38,90,50,32,49,46,73,93,1,2,0,1,1,1,129,3196,0,50,15,74,26,1275,23,38.2
Round 1276 - Turn 00:00,Steelix,Steel,Iron Tail,Electric,Physical,Clear,Paralyzed,,,Static,29,37,100,46,27,42,29,67,35,0,1,0,1,0,1,55,607,0,60,72,72,42,1276,0,60.5
Round 1276 - Turn 01:00,Gengar,Ghost,Nuzzle,Normal,Physical,,,,Focus Sash,Static,49,37,20,45,42,38,65,,62,1,-1,1,1,1,1,166,2107,0,25,13,72,9,1276,1,32.6
Round 1276 - Turn 02:00,Gengar,Ghost,Quick Attack,Electric,Physical,Electric Terrain,,Grassy Terrain,Light Ball,Static,42,37,40,51,35,42,45,70,45,0,0,0,1,0,1,122,2661,0,30,72,72,40,1276,2,57.4
Round 1276 - Turn 03:00,Golem,Rock,Electro Ball,Electric,Special,Rain,Paralyzed,,Focus Sash,Static,37,37,80,54,46,39,43,73,72,0,-1,0,0.5,0,1,173,2879,0,,44,72,0,1276,3,11.7
Round 1276 - Turn 04:00,Vaporeon,Water,Thunderbolt,Electric,Special,Rain,,Misty Terrain,,Static,37,37,90,41,32,51,37,76,64,0,0,-1,2,0,1,213,3158,0,110,20,72,51,1276,4,77.1
Round 1276 - Turn 05:00,Charizard,Fire,Quick Attack,Electric,Physical,Clear,,Electric Terrain,,Static,43,37,40,50,34,47,48,71,83,1,-2,-2,1,0,1,129,2756,16,115,72,72,0,1276,5,14.8
Round 1276 - Turn 06:00,Onix,Rock,Agility,Electric,Status,Hail,Paralyzed,Misty Terrain,Light Ball,Static,41,37,0,42,48,44,56,75,79,0,0,0,1,0,1,228,4923,,0,72,72,56,1276,6,78.9
Round 1276 - Turn 07:00,Skarmory,Steel,Thunderbolt,Electric,,Sun,,,Focus Sash,Static,32,37,90,53,41,37,36,72,111,1,-2,0,1,0,0,196,2536,28,0,72,72,68,1276,7,90.2
Round 1276 - Turn 08:00,Alakazam,Psychic,Thunder,Electric,Special,Clear,Burned,Grassy Terrain,,Lightning Rod,39,37,110,46,46,42,,72,29,0,1,0,1,0,1,91,3597,0,30,72,72,60,1276,8,78.9
Round 1276 - Turn 09:00,Rhydon,Rock,Thunderbolt,Electric,Special,Clear,,Misty Terrain,,Static,35,37,90,48,33,50,37,74,80,0,2,0,0.5,0,1,152,4279,0,15,44,72,36,1276,9,44.4
Round 1276 - Turn 10:00,Onix,Rock,Thunderbolt,Electric,Special,Rain,,Misty Terrain,Focus Sash,Static,33,37,90,46,37,41,52,80,71,1,2,0,0.5,,1,86,2383,0,15,30,72,43,1276,10,68.2
Round 1276 - Turn 11:00,Charizard,Fire,Electro Ball,Electric,Special,Rain,,,Light Ball,Static,,37,80,47,37,37,38,77,77,-1,0,0,1,0,1,212,1613,0,30,17,72,18,1276,11,40.9
Round 1276 - Turn 12:00,Charizard,Fire,Iron Tail,Electric,Physical,Clear,,,Assault Vest,Static,33,37,100,48,31,39,37,79,75,1,0,,1,0,1,153,1647,0,110,72,72,0,1276,12,24
Round 1276 - Turn 13:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Clear,Paralyzed,,Sitrus Berry,Static,29,37,40,41,36,47,40,73,83,0,0,0,0.5,0,1,101,0,0,10,72,72,72,1276,13,87.9
Round 1276 - Turn 14:00,Snorlax,Normal,Thunderbolt,Electric,Special,Clear,Paralyzed,Electric Terrain,Assault Vest,Static,43,37,90,49,48,42,52,79,90,1,1,0,1,1,1,151,5512,0,70,61,72,26,1276,14,47.4
Round 1276 - Turn 15:00,Lapras,Water,Agility,Electric,Status,Electric Terrain,Burned,Misty Terrain,,Static,41,37,0,49,36,51,53,67,62,1,-1,-1,1,0,1,249,3881,0,0,72,72,72,1276,15,88.8
Round 1276 - Turn 16:00,Dragonite,Dragon,Quick Attack,Electric,Physical,Sun,Burned,,Sitrus Berry,Static,39,37,40,53,31,37,50,73,86,1,0,1,0.5,0,1,105,1760,0,15,72,72,72,1276,16,89
Round 1276 - Turn 17:00,Alakazam,Psychic,Nuzzle,Normal,Physical,Clear,,Misty Terrain,,Lightning Rod,38,,20,46,40,42,56,77,70,0,-1,0,1,0,1,,1103,0,10,59,72,72,1276,17,86
Round 1276 - Turn 18:00,Gengar,Ghost,Agility,Electric,Status,Clear,,Grassy Terrain,Light Ball,Static,39,37,0,54,,44,43,76,68,1,0,0,1,0,1,64,4021,0,0,47,72,72,1276,18,96.6
Round 1276 - Turn 19:00,Skarmory,Steel,Thunderbolt,Electric,,Electric Terrain,,,Light Ball,Static,33,37,90,40,44,49,34,72,82,1,0,0,1,0,1,32,0,0,100,47,72,72,1276,19,98.4
Round 1276 - Turn 20:00,Machamp,Fighting,Nuzzle,Normal,Physical,Sun,,,Sitrus Berry,Static,42,37,20,40,46,51,55,73,48,0,0,1,1,1,1,112,1504,0,10,72,72,72,1276,20,100
Round 1276 - Turn 21:00,Lapras,Water,Agility,Electric,Status,Clear,Paralyzed,Electric Terrain,,Static,35,37,0,50,45,48,42,77,90,1,1,-1,1,0,1,149,3295,0,0,62,72,72,1276,21,95.6
Round 1276 - Turn 22:00,Blastoise,Water,Quick Attack,Electric,Physical,Sun,,Electric Terrain,,Static,39,37,40,49,32,49,53,74,20,0,0,0,2,0,0,97,2870,0,0,62,72,72,1276,22,93.7
Round 1276 - Turn 23:00,Charizard,Fire,Volt Tackle,Electric,Physical,Sun,,Grassy Terrain,Assault Vest,Static,34,37,120,53,39,38,39,77,60,0,0,-1,1,0,1,255,2415,0,80,62,72,14,1276,23,35.5
Round 1277 - Turn 00:00,,Psychic,Electro Ball,Electric,Special,Clear,,,,,35,36,80,40,36,44,50,76,82,0,1,0,1,0,1,141,3526,0,25,71,71,40,1277,0,62.1
Round 1277 - Turn 01:00,Steelix,,Volt Tackle,Electric,Physical,Rain,Paralyzed,,,Static,36,36,120,51,40,50,42,64,70,0,0,-1,1,0,1,155,1704,0,70,46,71,27,1277,1,44.5
Round 1277 - Turn 02:00,Dragonite,Dragon,Volt Tackle,Electric,Physical,Clear,,,,Lightning Rod,39,36,120,45,,45,39,77,89,-1,0,0,0.5,0,1,119,2775,0,,71,71,71,1277,2,93.3
Round 1277 - Turn 03:00,Lapras,Water,Agility,Electric,Status,Clear,,,Assault Vest,Static,40,36,0,48,35,39,43,67,38,-1,1,-1,1,0,1,199,1416,0,0,45,71,67,1277,3,93.8
Round 1277 - Turn 04:00,Dragonite,Dragon,Thunder,Electric,Special,Clear,,,Sitrus Berry,Static,37,36,110,46,34,45,40,70,73,1,-1,1,0.5,0,1,142,2480,0,70,45,71,10,1277,4,24
Round 1277 - Turn 05:00,Charizard,Fire,Quick Attack,Electric,Physical,Hail,,,Assault Vest,Static,31,36,40,42,25,43,35,73,57,0,-1,0,1,0,1,81,2084,0,45,71,71,30,1277,5,38.7
Round 1277 - Turn 06:00,Gengar,Ghost,Volt Tackle,Electric,Physical,Hail,,,,Lightning Rod,44,36,120,51,36,50,55,71,59,0,1,0,1,0,1,127,3011,0,50,25,71,25,1277,6,39.1
Round 1277 - Turn 07:00,Machamp,Fighting,Volt Tackle,Electric,,Electric Terrain,,,Assault Vest,Static,39,36,120,48,34,42,52,68,91,,2,-1,1,0,1,165,1623,0,40,71,71,37,1277,7,68.6
Round 1277 - Turn 08:00,Dragonite,Dragon,Electro Ball,Electric,Special,Electric Terrain,Paralyzed,Grassy Terrain,Light Ball,Static,33,36,80,42,38,49,38,74,84,-1,2,-1,0.5,0,1,126,1927,0,10,32,71,27,1277,8,52.1
Round 1277 - Turn 09:00,Blastoise,Water,Electro Ball,Electric,Special,Electric Terrain,,,,Static,34,36,80,42,30,41,44,67,53,-1,1,0,,0,1,151,4201,0,40,23,71,0,1277,9,18.5
Round 1277 - Turn 10:00,Machamp,Fighting,Nuzzle,Normal,Physical,Clear,,Misty Terrain,Light Ball,Static,38,36,20,39,34,47,57,64,58,1,-1,0,1,0,1,64,803,0,15,71,71,45,1277,10,81.2
Round 1277 - Turn 11:00,Machamp,Fighting,Electro Ball,Electric,Special,Rain,Paralyzed,Electric Terrain,Sitrus Berry,Static,34,36,80,53,46,36,42,68,23,1,1,0,1,0,1,59,2559,0,45,54,71,10,1277,11,27.7
Round 1277 - Turn 12:00,Alakazam,Psychic,Iron Tail,Electric,Physical,Sandstorm,,,,Lightning Rod,37,36,100,40,36,50,46,68,,,0,1,1,0,1,124,1583,0,50,8,71,0,1277,12,18.2
Round 1277 - Turn 13:00,Dragonite,Dragon,Nuzzle,Normal,,Sun,,Electric Terrain,Sitrus Berry,Static,29,36,20,41,37,40,33,78,134,0,-1,0,0.5,0,1,216,5092,0,5,71,71,46,1277,13,66
Round 1277 - Turn 14:00,Machamp,Fighting,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,45,36,90,51,53,44,64,69,78,0,0,0,1,0,1,57,2273,0,30,65,71,5,1277,14,21.2
Round 1277 - Turn 15:00,Steelix,Steel,Thunder,Electric,Special,Clear,,Grassy Terrain,Sitrus Berry,Static,38,36,110,48,43,41,51,71,70,0,0,0,1,0,1,184,1708,0,40,34,71,0,1277,15,14.8
Round 1277 - Turn 16:00,Skarmory,Steel,Electro Ball,Electric,Special,Clear,,,,Static,36,36,80,46,37,41,40,77,24,0,2,-1,1,0,1,187,3554,0,20,71,,35,1277,16,66.6
Round 1277 - Turn 17:00,Venusaur,Grass,Thunderbolt,Electric,Special,Hail,,,Assault Vest,Static,34,36,90,44,36,44,48,77,82,-1,-1,1,0.5,0,1,133,4793,0,20,51,71,29,1277,17,50
Round 1277 - Turn 18:00,Charizard,Fire,Thunderbolt,Electric,Special,Rain,,,,,36,36,90,46,35,40,45,73,63,-1,0,,1,1,1,159,2982,0,40,,71,0,1277,18,34.5
Round 1277 - Turn 19:00,Dragonite,Dragon,Iron Tail,Electric,Physical,Electric Terrain,,,Light Ball,Static,42,36,100,43,43,45,54,74,52,0,1,-2,0.5,0,1,88,1365,0,15,71,71,59,1277,19,80.5
Round 1277 - Turn 20:00,Alakazam,Psychic,Thunderbolt,Electric,Special,Clear,,,Sitrus Berry,Static,30,36,90,50,,40,34,68,79,-1,1,0,1,0,1,133,2612,0,25,56,71,0,1277,20,16.3
Round 1277 - Turn 21:00,Lapras,Water,Volt Tackle,Electric,Physical,,,,Sitrus Berry,Static,36,36,120,48,28,48,38,73,63,0,0,1,2,0,1,161,4110,0,185,32,71,24,1277,21,38.3
Round 1277 - Turn 22:00,Vaporeon,Water,Thunderbolt,Electric,Special,Clear,,Electric Terrain,,Lightning Rod,29,36,90,45,39,50,33,78,52,0,0,0,2,0,0,175,3687,0,0,71,,46,1277,22,64.2
Round 1277 - Turn 23:00,Lapras,Water,Thunderbolt,Electric,Special,Hail,Paralyzed,Misty Terrain,Light Ball,Static,39,36,90,40,43,39,,75,52,0,0,0,2,0,1,135,3964,0,85,71,71,0,1277,23,12.5
Round 1278 - Turn 00:00,Charizard,Fire,Thunder,Electric,Special,Sun,Burned,,,Static,36,38,110,55,42,40,44,74,,0,0,0,1,0,1,129,573,0,50,16,74,28,1278,0,48.6
Round 1278 - Turn 01:00,Venusaur,Grass,Quick Attack,Electric,Physical,Hail,,Grassy Terrain,,Static,34,38,40,50,27,,34,69,84,0,0,0,0.5,1,1,,3503,0,30,74,74,44,1278,1,62.6
Round 1278 - Turn 02:00,,Rock,Thunderbolt,Electric,Special,Sandstorm,,Grassy Terrain,,Static,37,38,90,45,34,41,47,81,74,0,0,,0.5,0,1,46,2821,0,,45,74,0,1278,2,0
Round 1278 - Turn 03:00,Blastoise,Water,Quick Attack,Electric,Physical,Sandstorm,Paralyzed,Misty Terrain,Assault Vest,Static,41,38,40,48,,40,43,74,124,0,0,,2,0,1,,3441,0,60,26,74,0,1278,3,21.3
Round 1278 - Turn 04:00,Blastoise,Water,Thunderbolt,Electric,Special,Sun,Paralyzed,Electric Terrain,Light Ball,Static,34,38,90,41,28,49,37,77,60,0,1,-1,2,0,1,75,1725,0,100,74,74,8,1278,4,31.9
Round 1278 - Turn 05:00,Onix,,Electro Ball,Electric,Special,Rain,,,Sitrus Berry,Static,42,38,80,48,37,41,47,82,103,0,0,0,0.5,0,1,180,1821,0,20,74,74,63,1278,5,83.2
